ID,BILL_NUMBER,METHOD,TIP
7729,167737,Czek,87
7730,58359,Bon,28
7731,231224,Gotówka,21
7732,23325,Karta,95
7733,245933,Karta,71
7734,32463,Gotówka,37
7735,124559,Bon,118
7736,103774,Czek,65
7737,154716,Czek,2
7738,275315,Gotówka,74
7739,328,Karta,143
7740,223852,Czek,138
7741,223204,Karta,28
7742,52393,Czek,88
7743,124765,Bon,59
7744,39378,Gotówka,28
7745,6497,Czek,39
7746,67805,Bon,114
7747,65015,Karta,29
7748,275711,Bon,105
7749,912,Gotówka,11
7750,102614,Gotówka,129
7751,132401,Gotówka,31
7752,5788,Czek,125
7753,295804,Bon,71
7754,74829,Gotówka,38
7755,277494,Czek,94
7756,135587,Bon,31
7757,217167,Karta,87
7758,21636,Czek,33
7759,296498,Gotówka,66
7760,116954,Bon,126
7761,45257,Czek,112
7762,67214,Karta,147
7763,43663,Czek,43
7764,142369,Karta,138
7765,84979,Karta,44
7766,148148,Bon,12
7767,58823,Czek,147
7768,36827,Bon,107
7769,169176,Gotówka,21
7770,295303,Gotówka,130
7771,262647,Karta,66
7772,128789,Bon,48
7773,179086,Karta,1
7774,165222,Karta,67
7775,49613,Bon,54
7776,117928,Karta,125
7777,196984,Bon,102
7778,202720,Bon,125
7779,192499,Czek,134
7780,277710,Bon,76
7781,220905,Bon,63
7782,198037,Karta,4
7783,286370,Karta,81
7784,182192,Bon,49
7785,197413,Czek,74
7786,137592,Karta,11
7787,23411,Bon,25
7788,145981,Gotówka,119
7789,284619,Karta,100
7790,218551,Karta,70
7791,247773,Karta,130
7792,273385,Gotówka,112
7793,243280,Karta,47
7794,268085,Bon,88
7795,199720,Karta,2
7796,105186,Karta,91
7797,29821,Karta,41
7798,229360,Czek,18
7799,179265,Czek,64
7800,229983,Czek,123
7801,71061,Karta,16
7802,208802,Karta,82
7803,121222,Czek,78
7804,268336,Karta,147
7805,105412,Bon,128
7806,167042,Czek,57
7807,135506,Gotówka,9
7808,152458,Karta,23
7809,134173,Gotówka,119
7810,226127,Karta,130
7811,8260,Gotówka,86
7812,236941,Karta,131
7813,250516,Bon,113
7814,128978,Gotówka,106
7815,210280,Czek,25
7816,229660,Karta,52
7817,297652,Karta,107
7818,229375,Czek,134
7819,266577,Gotówka,32
7820,17720,Gotówka,136
7821,273602,Karta,133
7822,211902,Karta,82
7823,173524,Karta,146
7824,111631,Czek,134
7825,136906,Karta,145
7826,38206,Bon,87
7827,154096,Czek,32
7828,82647,Karta,2
7829,92819,Czek,106
7830,48157,Karta,62
7831,235670,Bon,122
7832,188709,Karta,111
7833,178448,Bon,117
7834,66394,Bon,108
7835,102021,Czek,96
7836,11578,Czek,34
7837,82053,Gotówka,89
7838,121835,Karta,23
7839,280477,Gotówka,91
7840,90320,Karta,45
7841,234315,Karta,35
7842,80242,Karta,76
7843,251939,Czek,143
7844,15550,Czek,3
7845,125197,Bon,133
7846,34158,Czek,55
7847,218611,Bon,121
7848,48476,Gotówka,103
7849,235119,Gotówka,73
7850,168950,Gotówka,46
7851,202552,Gotówka,85
7852,161408,Gotówka,8
7853,3813,Gotówka,67
7854,56041,Gotówka,87
7855,126412,Karta,4
7856,60790,Czek,2
7857,173289,Czek,120
7858,122117,Karta,101
7859,86028,Bon,83
7860,200881,Gotówka,110
7861,60752,Bon,99
7862,105469,Gotówka,54
7863,144639,Bon,149
7864,253824,Bon,114
7865,291427,Bon,28
7866,39491,Karta,119
7867,289437,Czek,5
7868,260538,Czek,64
7869,136655,Bon,10
7870,92448,Bon,150
7871,161677,Gotówka,68
7872,128749,Gotówka,38
7873,43620,Karta,42
7874,6497,Bon,37
7875,281969,Karta,89
7876,21928,Karta,38
7877,231857,Gotówka,65
7878,256914,Karta,36
7879,296502,Bon,69
7880,252896,Gotówka,23
7881,177131,Czek,112
7882,263392,Bon,92
7883,27628,Bon,37
7884,226683,Czek,57
7885,228181,Gotówka,7
7886,157533,Bon,100
7887,132493,Bon,9
7888,1469,Czek,145
7889,59638,Czek,66
7890,236433,Czek,3
7891,149463,Bon,100
7892,218531,Karta,71
7893,7991,Gotówka,87
7894,179626,Bon,127
7895,39789,Czek,4
7896,174396,Czek,148
7897,254814,Bon,63
7898,268066,Bon,33
7899,75265,Gotówka,83
7900,72879,Gotówka,113
7901,83436,Bon,112
7902,114891,Karta,56
7903,228533,Bon,56
7904,260596,Czek,66
7905,57631,Karta,32
7906,228859,Gotówka,134
7907,212485,Czek,146
7908,243269,Karta,82
7909,298923,Gotówka,68
7910,225094,Czek,128
7911,87157,Bon,138
7912,115908,Czek,121
7913,237657,Bon,44
7914,240922,Czek,133
7915,63884,Bon,141
7916,79083,Karta,147
7917,24230,Czek,37
7918,107712,Karta,74
7919,190249,Bon,21
7920,8645,Bon,91
7921,4130,Czek,122
7922,179637,Karta,80
7923,54975,Bon,92
7924,145748,Karta,139
7925,36481,Gotówka,52
7926,152077,Karta,82
7927,259694,Karta,118
7928,294220,Gotówka,43
7929,169032,Karta,130
7930,153693,Bon,48
7931,37475,Czek,31
7932,43099,Karta,35
7933,86857,Czek,66
7934,28057,Czek,119
7935,9127,Bon,117
7936,273945,Karta,68
7937,68607,Bon,139
7938,241833,Czek,98
7939,136138,Czek,146
7940,131765,Czek,105
7941,18036,Karta,68
7942,233198,Karta,23
7943,87101,Czek,104
7944,81996,Gotówka,23
7945,270596,Karta,28
7946,148991,Gotówka,137
7947,294743,Karta,4
7948,22634,Karta,86
7949,72439,Czek,107
7950,263927,Bon,91
7951,173911,Bon,116
7952,134362,Gotówka,23
7953,46772,Bon,107
7954,88171,Czek,7
7955,65284,Karta,122
7956,275915,Gotówka,9
7957,231162,Karta,11
7958,201592,Bon,67
7959,281450,Bon,113
7960,229788,Czek,32
7961,126059,Karta,58
7962,233625,Bon,76
7963,194900,Bon,67
7964,96872,Czek,121
7965,100287,Bon,3
7966,172281,Gotówka,143
7967,142688,Gotówka,103
7968,203363,Gotówka,44
7969,17342,Gotówka,21
7970,254476,Czek,41
7971,32477,Gotówka,80
7972,246922,Gotówka,9
7973,12933,Bon,100
7974,110145,Bon,141
7975,146403,Karta,103
7976,108389,Bon,2
7977,75502,Karta,9
7978,152305,Czek,111
7979,207446,Czek,130
7980,72025,Bon,126
7981,224494,Karta,92
7982,8183,Karta,57
7983,117519,Gotówka,135
7984,244557,Karta,59
7985,149551,Gotówka,23
7986,52608,Bon,112
7987,8168,Gotówka,93
7988,83239,Bon,89
7989,259146,Czek,84
7990,69586,Czek,48
7991,155501,Karta,128
7992,256630,Gotówka,15
7993,220570,Karta,78
7994,140435,Czek,56
7995,222658,Gotówka,46
7996,116667,Gotówka,86
7997,79025,Bon,115
7998,121770,Czek,136
7999,198232,Karta,35
8000,48510,Karta,9
8001,149959,Karta,3
8002,167895,Karta,16
8003,294840,Karta,67
8004,269777,Czek,132
8005,228568,Bon,118
8006,105455,Gotówka,33
8007,95839,Gotówka,55
8008,21725,Karta,50
8009,168210,Czek,15
8010,51112,Karta,142
8011,98204,Czek,123
8012,61482,Bon,45
8013,219890,Karta,77
8014,183879,Bon,83
8015,236256,Czek,76
8016,95450,Gotówka,17
8017,278234,Karta,137
8018,182781,Bon,73
8019,229229,Czek,18
8020,202172,Gotówka,65
8021,64516,Czek,117
8022,298006,Karta,124
8023,74232,Gotówka,28
8024,247588,Gotówka,89
8025,278753,Karta,108
8026,16767,Bon,47
8027,249939,Gotówka,13
8028,114698,Karta,8
8029,172472,Karta,118
8030,123981,Czek,68
8031,145473,Karta,44
8032,174658,Czek,54
8033,108863,Karta,74
8034,281430,Gotówka,35
8035,118670,Bon,19
8036,149890,Czek,52
8037,103768,Gotówka,37
8038,153178,Gotówka,77
8039,26672,Gotówka,42
8040,19160,Czek,21
8041,138060,Gotówka,10
8042,115371,Karta,9
8043,219378,Czek,59
8044,52334,Czek,2
8045,176937,Czek,31
8046,245171,Bon,114
8047,196154,Karta,107
8048,131353,Czek,85
8049,198685,Bon,48
8050,16470,Karta,61
8051,228821,Gotówka,123
8052,258032,Gotówka,130
8053,151738,Czek,44
8054,175735,Gotówka,25
8055,22294,Bon,10
8056,50530,Gotówka,9
8057,45354,Czek,90
8058,90958,Karta,98
8059,240840,Gotówka,34
8060,291950,Czek,86
8061,196899,Karta,101
8062,287041,Bon,114
8063,188047,Karta,63
8064,105084,Czek,79
8065,164213,Bon,94
8066,91746,Karta,99
8067,226616,Karta,123
8068,245856,Bon,116
8069,85182,Karta,131
8070,235970,Czek,8
8071,298210,Karta,111
8072,31835,Bon,72
8073,182210,Czek,137
8074,87595,Bon,26
8075,150709,Karta,106
8076,283182,Gotówka,22
8077,198869,Bon,144
8078,255403,Gotówka,91
8079,260855,Karta,22
8080,207427,Bon,65
8081,269466,Karta,118
8082,80169,Karta,58
8083,177315,Gotówka,28
8084,164929,Bon,12
8085,264607,Karta,103
8086,142575,Karta,9
8087,99788,Bon,93
8088,263353,Bon,16
8089,177069,Gotówka,55
8090,135055,Karta,75
8091,194588,Gotówka,87
8092,279612,Bon,98
8093,195018,Gotówka,27
8094,88924,Karta,12
8095,112716,Bon,138
8096,175159,Czek,85
8097,128959,Karta,128
8098,58331,Gotówka,93
8099,147428,Gotówka,120
8100,142419,Czek,18
8101,43477,Bon,94
8102,216871,Gotówka,65
8103,121367,Karta,111
8104,16565,Czek,22
8105,269118,Karta,125
8106,49487,Gotówka,71
8107,126262,Bon,118
8108,39632,Karta,99
8109,203629,Karta,84
8110,100930,Gotówka,27
8111,40164,Gotówka,68
8112,70751,Czek,60
8113,54857,Czek,85
8114,182192,Karta,3
8115,92766,Bon,55
8116,298005,Bon,102
8117,222065,Czek,129
8118,59185,Gotówka,127
8119,67518,Bon,12
8120,181672,Karta,1
8121,134738,Karta,18
8122,28121,Karta,6
8123,4794,Bon,3
8124,189642,Gotówka,149
8125,53869,Karta,17
8126,183968,Czek,56
8127,252211,Czek,86
8128,121387,Karta,51
8129,39410,Bon,115
8130,55979,Karta,9
8131,169154,Bon,83
8132,178509,Czek,130
8133,107457,Gotówka,13
8134,104565,Bon,17
8135,252371,Czek,143
8136,189062,Gotówka,85
8137,114560,Czek,126
8138,181070,Bon,72
8139,296459,Karta,43
8140,67159,Czek,105
8141,123729,Karta,86
8142,238661,Karta,63
8143,193128,Bon,49
8144,116941,Czek,62
8145,197045,Gotówka,89
8146,244825,Karta,120
8147,48781,Karta,85
8148,91506,Gotówka,92
8149,191625,Gotówka,75
8150,35786,Czek,26
8151,132328,Gotówka,25
8152,209078,Karta,49
8153,134014,Karta,113
8154,28783,Gotówka,6
8155,143554,Gotówka,108
8156,147430,Gotówka,27
8157,19781,Gotówka,86
8158,9530,Bon,2
8159,168416,Czek,101
8160,89868,Bon,128
8161,40143,Bon,50
8162,81508,Bon,136
8163,72361,Gotówka,55
8164,226219,Karta,12
8165,118078,Bon,68
8166,184586,Karta,57
8167,90218,Czek,134
8168,149495,Czek,28
8169,190668,Bon,14
8170,37507,Bon,21
8171,65345,Gotówka,147
8172,247109,Gotówka,118
8173,103175,Karta,139
8174,157426,Czek,94
8175,160392,Czek,84
8176,226697,Karta,133
8177,295371,Czek,98
8178,55154,Bon,117
8179,288600,Bon,26
8180,115615,Karta,47
8181,19242,Bon,145
8182,250912,Bon,126
8183,191852,Czek,90
8184,143977,Bon,120
8185,242761,Karta,89
8186,108134,Bon,36
8187,201185,Czek,148
8188,291400,Bon,67
8189,38581,Czek,115
8190,43986,Czek,12
8191,53755,Karta,90
8192,218916,Czek,80
8193,128083,Karta,146
8194,223140,Czek,138
8195,252234,Gotówka,15
8196,182644,Bon,60
8197,182784,Gotówka,129
8198,167721,Gotówka,139
8199,298147,Bon,19
8200,170707,Czek,1
8201,294302,Karta,139
8202,294934,Bon,11
8203,231452,Karta,108
8204,267737,Gotówka,44
8205,65807,Gotówka,73
8206,120334,Czek,133
8207,1589,Czek,31
8208,84283,Bon,31
8209,246558,Karta,102
8210,66337,Gotówka,97
8211,121275,Gotówka,101
8212,125943,Czek,101
8213,56996,Karta,63
8214,261236,Karta,10
8215,24405,Bon,3
8216,272144,Czek,92
8217,200662,Czek,47
8218,269365,Bon,57
8219,138746,Karta,55
8220,265568,Gotówka,56
8221,232962,Czek,95
8222,137387,Gotówka,14
8223,35292,Karta,4
8224,228448,Gotówka,88
8225,195459,Karta,24
8226,166392,Gotówka,15
8227,152766,Karta,23
8228,173017,Bon,41
8229,75830,Bon,138
8230,290706,Bon,16
8231,206901,Gotówka,89
8232,50674,Gotówka,85
8233,140874,Karta,133
8234,57951,Gotówka,145
8235,294305,Karta,54
8236,287435,Czek,71
8237,13784,Gotówka,14
8238,270694,Gotówka,95
8239,34958,Karta,90
8240,166681,Karta,78
8241,167937,Karta,145
8242,202143,Karta,134
8243,31617,Gotówka,116
8244,23589,Gotówka,142
8245,19463,Czek,87
8246,178844,Gotówka,60
8247,15965,Bon,87
8248,151761,Gotówka,70
8249,64280,Bon,124
8250,277950,Bon,28
8251,54478,Bon,122
8252,76648,Gotówka,2
8253,76685,Czek,89
8254,280229,Karta,53
8255,51538,Bon,24
8256,254771,Gotówka,71
8257,107943,Bon,82
8258,271889,Bon,57
8259,114631,Czek,92
8260,282608,Karta,10
8261,216521,Karta,117
8262,120172,Czek,26
8263,280867,Czek,49
8264,127830,Czek,47
8265,39711,Karta,92
8266,44451,Czek,108
8267,133536,Bon,39
8268,41904,Czek,120
8269,218868,Czek,126
8270,225899,Bon,33
8271,23722,Gotówka,133
8272,278664,Karta,47
8273,289728,Bon,39
8274,46863,Karta,66
8275,299777,Gotówka,103
8276,163520,Czek,20
8277,62892,Karta,21
8278,70475,Czek,63
8279,272270,Gotówka,126
8280,13837,Karta,79
8281,126788,Gotówka,101
8282,13096,Czek,45
8283,271705,Gotówka,125
8284,93259,Karta,67
8285,71515,Gotówka,86
8286,257317,Gotówka,128
8287,115545,Gotówka,39
8288,285869,Czek,106
8289,155840,Bon,51
8290,63417,Bon,19
8291,232587,Gotówka,31
8292,216407,Czek,115
8293,153150,Bon,34
8294,108345,Czek,143
8295,256090,Karta,127
8296,4701,Czek,144
8297,117048,Bon,112
8298,249011,Czek,22
8299,244304,Czek,132
8300,247932,Bon,90
8301,116566,Bon,94
8302,109359,Czek,17
8303,180885,Karta,61
8304,269345,Karta,18
8305,102634,Bon,51
8306,128239,Bon,94
8307,81730,Gotówka,21
8308,296757,Karta,62
8309,287107,Gotówka,46
8310,156239,Karta,93
8311,219235,Gotówka,146
8312,232009,Gotówka,51
8313,237598,Bon,102
8314,128042,Czek,102
8315,282433,Karta,95
8316,83682,Czek,25
8317,80799,Bon,136
8318,51723,Bon,125
8319,63842,Gotówka,59
8320,83736,Bon,95
8321,13175,Bon,95
8322,68007,Czek,62
8323,220710,Karta,65
8324,161560,Bon,25
8325,67993,Bon,127
8326,143221,Karta,109
8327,92797,Czek,141
8328,207596,Karta,33
8329,63882,Czek,105
8330,17837,Bon,121
8331,58086,Czek,35
8332,177154,Gotówka,1
8333,273813,Karta,107
8334,58860,Czek,117
8335,57791,Karta,92
8336,9540,Gotówka,14
8337,288181,Karta,35
8338,235212,Karta,119
8339,83078,Gotówka,15
8340,51774,Karta,82
8341,127790,Bon,127
8342,38794,Czek,140
8343,254843,Gotówka,100
8344,284842,Gotówka,12
8345,23290,Karta,99
8346,17001,Czek,63
8347,81302,Gotówka,135
8348,122361,Karta,86
8349,91671,Czek,79
8350,119211,Bon,130
8351,246667,Gotówka,146
8352,115114,Czek,5
8353,23565,Bon,73
8354,284999,Czek,48
8355,55450,Gotówka,73
8356,76501,Gotówka,101
8357,148582,Czek,20
8358,152528,Gotówka,19
8359,39642,Gotówka,65
8360,104240,Karta,143
8361,276137,Bon,67
8362,288288,Gotówka,94
8363,43455,Bon,133
8364,130095,Bon,41
8365,99391,Czek,144
8366,254224,Karta,33
8367,37975,Gotówka,80
8368,241105,Bon,135
8369,265776,Bon,87
8370,290692,Gotówka,127
8371,155188,Gotówka,39
8372,213487,Czek,86
8373,222757,Karta,32
8374,242596,Karta,58
8375,40051,Gotówka,94
8376,287396,Bon,74
8377,156777,Bon,85
8378,207564,Bon,86
8379,273399,Gotówka,132
8380,297882,Czek,54
8381,175834,Bon,38
8382,282614,Karta,110
8383,154940,Bon,1
8384,153770,Gotówka,56
8385,21370,Bon,6
8386,48698,Gotówka,147
8387,189359,Gotówka,72
8388,282815,Karta,70
8389,218424,Karta,18
8390,33240,Bon,150
8391,201107,Karta,56
8392,47027,Gotówka,111
8393,102769,Gotówka,111
8394,192497,Bon,86
8395,38353,Gotówka,58
8396,138877,Gotówka,65
8397,17850,Gotówka,130
8398,288559,Gotówka,119
8399,237699,Czek,13
8400,230105,Czek,125
8401,72749,Karta,83
8402,13331,Gotówka,95
8403,7992,Czek,37
8404,69224,Bon,111
8405,94740,Gotówka,149
8406,158636,Czek,127
8407,82790,Bon,95
8408,185299,Gotówka,114
8409,101828,Czek,26
8410,88003,Gotówka,102
8411,71286,Czek,85
8412,100816,Bon,126
8413,82896,Gotówka,110
8414,168287,Gotówka,22
8415,114093,Gotówka,125
8416,93017,Bon,137
8417,146056,Karta,29
8418,66562,Gotówka,90
8419,84408,Gotówka,123
8420,1060,Czek,67
8421,153824,Bon,149
8422,259516,Czek,69
8423,102571,Bon,29
8424,50609,Czek,53
8425,87936,Czek,21
8426,164958,Czek,46
8427,116691,Bon,27
8428,292442,Gotówka,25
8429,38593,Czek,132
8430,262273,Czek,8
8431,140164,Karta,117
8432,290265,Bon,10
8433,143872,Bon,117
8434,69399,Bon,46
8435,134453,Gotówka,125
8436,87120,Gotówka,12
8437,112973,Gotówka,65
8438,228000,Bon,141
8439,34130,Czek,142
8440,136214,Czek,85
8441,145968,Bon,34
8442,137773,Karta,96
8443,33745,Karta,144
8444,289546,Gotówka,75
8445,123651,Bon,92
8446,41301,Bon,5
8447,200203,Bon,109
8448,217391,Karta,133
8449,76853,Bon,133
8450,130646,Bon,92
8451,267396,Karta,41
8452,69408,Gotówka,92
8453,125306,Czek,47
8454,152719,Czek,136
8455,259261,Bon,118
8456,163350,Bon,77
8457,174963,Czek,1
8458,136353,Bon,145
8459,113681,Karta,80
8460,104071,Czek,143
8461,174995,Karta,93
8462,119054,Karta,108
8463,247554,Gotówka,18
8464,86678,Bon,88
8465,90694,Bon,65
8466,211016,Gotówka,1
8467,245661,Czek,7
8468,136172,Czek,3
8469,32938,Karta,73
8470,29920,Bon,89
8471,138087,Karta,2
8472,76901,Gotówka,9
8473,291675,Karta,10
8474,233138,Gotówka,79
8475,283402,Karta,85
8476,204909,Bon,107
8477,106000,Bon,93
8478,271939,Karta,61
8479,47644,Gotówka,118
8480,124152,Czek,134
8481,37282,Gotówka,32
8482,98642,Czek,101
8483,76877,Bon,143
8484,82761,Gotówka,99
8485,157643,Czek,132
8486,249454,Karta,122
8487,1423,Czek,102
8488,71362,Bon,53
8489,148432,Czek,125
8490,128210,Czek,51
8491,55113,Czek,91
8492,52643,Czek,53
8493,33839,Gotówka,11
8494,267487,Bon,3
8495,247331,Czek,116
8496,289255,Czek,107
8497,48801,Gotówka,71
8498,178688,Bon,44
8499,187221,Czek,147
8500,14262,Karta,40
8501,27202,Gotówka,15
8502,95677,Karta,62
8503,99527,Bon,16
8504,103407,Czek,91
8505,204351,Bon,74
8506,21520,Bon,21
8507,9942,Gotówka,61
8508,127132,Bon,1
8509,144516,Czek,63
8510,85593,Bon,37
8511,29315,Czek,134
8512,297987,Bon,130
8513,250926,Gotówka,69
8514,11612,Karta,108
8515,146939,Karta,92
8516,80007,Gotówka,102
8517,155019,Czek,81
8518,130243,Bon,104
8519,41126,Bon,119
8520,292003,Czek,2
8521,230978,Czek,84
8522,215124,Bon,49
8523,107519,Gotówka,102
8524,28148,Czek,12
8525,1233,Bon,80
8526,246806,Bon,150
8527,131365,Karta,127
8528,235748,Karta,44
8529,129593,Gotówka,21
8530,107370,Czek,65
8531,72378,Bon,67
8532,90964,Gotówka,149
8533,42139,Czek,148
8534,152735,Karta,15
8535,26620,Karta,65
8536,210773,Bon,34
8537,60525,Czek,107
8538,112781,Czek,13
8539,385,Bon,30
8540,25515,Bon,79
8541,131693,Gotówka,11
8542,138185,Gotówka,7
8543,72884,Czek,104
8544,95077,Bon,139
8545,72124,Gotówka,51
8546,221839,Czek,8
8547,142476,Czek,33
8548,108807,Karta,55
8549,2087,Karta,61
8550,8328,Bon,69
8551,85202,Czek,66
8552,248027,Karta,64
8553,88786,Bon,53
8554,118949,Czek,13
8555,11329,Karta,85
8556,44399,Gotówka,40
8557,110973,Bon,61
8558,33827,Karta,22
8559,180037,Czek,33
8560,75056,Bon,103
8561,150906,Karta,87
8562,2362,Czek,106
8563,274761,Gotówka,132
8564,37677,Bon,71
8565,162522,Gotówka,65
8566,37344,Karta,25
8567,112163,Bon,42
8568,95668,Bon,22
8569,221226,Czek,107
8570,213966,Gotówka,36
8571,58858,Karta,87
8572,214418,Gotówka,7
8573,179327,Karta,72
8574,164931,Czek,96
8575,114117,Czek,75
8576,180715,Gotówka,88
8577,111431,Czek,66
8578,202112,Gotówka,124
8579,136924,Bon,49
8580,39820,Karta,115
8581,246358,Bon,114
8582,165705,Karta,119
8583,208885,Karta,128
8584,55771,Gotówka,57
8585,226849,Gotówka,79
8586,286016,Bon,81
8587,34621,Bon,149
8588,11255,Czek,64
8589,18203,Gotówka,83
8590,292413,Czek,27
8591,220369,Gotówka,134
8592,225939,Gotówka,147
8593,33738,Bon,104
8594,170245,Czek,110
8595,296201,Bon,127
8596,5885,Czek,11
8597,140483,Czek,136
8598,99322,Bon,17
8599,222445,Gotówka,101
8600,164194,Gotówka,10
8601,60702,Bon,143
8602,212744,Czek,85
8603,141405,Karta,43
8604,150285,Karta,122
8605,248440,Gotówka,94
8606,52991,Bon,69
8607,230279,Gotówka,34
8608,204438,Bon,31
8609,55774,Gotówka,116
8610,93587,Gotówka,76
8611,56681,Czek,70
8612,90417,Czek,9
8613,80340,Karta,39
8614,154176,Bon,38
8615,209978,Czek,143
8616,101005,Bon,94
8617,31596,Gotówka,130
8618,231875,Bon,94
8619,99669,Czek,97
8620,79315,Gotówka,75
8621,86804,Gotówka,85
8622,60449,Czek,120
8623,207723,Bon,135
8624,162664,Karta,135
8625,42361,Gotówka,63
8626,62473,Czek,73
8627,21882,Gotówka,138
8628,177761,Gotówka,59
8629,146761,Bon,36
8630,105192,Czek,18
8631,286178,Czek,96
8632,35494,Gotówka,98
8633,248174,Karta,91
8634,259751,Czek,142
8635,67581,Karta,10
8636,207275,Karta,15
8637,168550,Gotówka,96
8638,215897,Gotówka,6
8639,112898,Czek,36
8640,92541,Karta,56
8641,244502,Bon,78
8642,161452,Czek,100
8643,39352,Karta,64
8644,63441,Karta,33
8645,281385,Bon,10
8646,137070,Czek,114
8647,164295,Czek,89
8648,291782,Bon,35
8649,163075,Czek,132
8650,160007,Czek,150
8651,200834,Bon,44
8652,20262,Gotówka,24
8653,119029,Czek,12
8654,224959,Bon,96
8655,265234,Karta,103
8656,68906,Karta,146
8657,262017,Bon,56
8658,227596,Czek,23
8659,143644,Karta,92
8660,271219,Karta,80
8661,179603,Czek,112
8662,249411,Karta,70
8663,143740,Gotówka,72
8664,106967,Gotówka,15
8665,5064,Gotówka,61
8666,56174,Karta,120
8667,45857,Czek,137
8668,165791,Karta,80
8669,191934,Karta,119
8670,82316,Czek,128
8671,29687,Czek,123
8672,15915,Karta,1
8673,15869,Gotówka,40
8674,146831,Gotówka,128
8675,148601,Gotówka,9
8676,262822,Czek,140
8677,273087,Czek,55
8678,127330,Czek,147
8679,172785,Gotówka,66
8680,146866,Bon,92
8681,257531,Bon,14
8682,45280,Karta,132
8683,89077,Bon,106
8684,80670,Karta,91
8685,21804,Bon,33
8686,32739,Gotówka,77
8687,292063,Gotówka,64
8688,33871,Czek,129
8689,224447,Karta,121
8690,89082,Gotówka,147
8691,137777,Karta,40
8692,131335,Karta,123
8693,187699,Czek,87
8694,8423,Gotówka,84
8695,262698,Czek,76
8696,281133,Czek,95
8697,153738,Gotówka,44
8698,291155,Czek,102
8699,65646,Karta,2
8700,36696,Czek,48
8701,243901,Bon,60
8702,74310,Karta,19
8703,216446,Czek,101
8704,209287,Karta,145
8705,68332,Bon,104
8706,164070,Gotówka,59
8707,116139,Czek,16
8708,40287,Gotówka,19
8709,48607,Czek,46
8710,20354,Karta,11
8711,116285,Bon,49
8712,2618,Karta,89
8713,138645,Bon,138
8714,49319,Gotówka,116
8715,46313,Czek,51
8716,15691,Karta,73
8717,167093,Bon,141
8718,138645,Czek,70
8719,258712,Karta,119
8720,33628,Gotówka,81
8721,131892,Gotówka,103
8722,31169,Karta,66
8723,133356,Gotówka,58
8724,33664,Bon,106
8725,95405,Czek,33
8726,6157,Bon,0
8727,124834,Karta,79
8728,185206,Czek,58
8729,196094,Czek,82
8730,9520,Czek,138
8731,151822,Karta,88
8732,203700,Karta,44
8733,232559,Czek,86
8734,70188,Gotówka,34
8735,257443,Karta,67
8736,31443,Gotówka,41
8737,1432,Karta,48
8738,75351,Czek,124
8739,78377,Bon,29
8740,155246,Czek,97
8741,86604,Czek,37
8742,201076,Bon,83
8743,256423,Bon,93
8744,197753,Bon,131
8745,136281,Bon,60
8746,133129,Gotówka,52
8747,108231,Gotówka,137
8748,30702,Gotówka,101
8749,194166,Gotówka,120
8750,91121,Gotówka,136
8751,206778,Bon,104
8752,217127,Gotówka,34
8753,105544,Czek,47
8754,40569,Gotówka,19
8755,26913,Czek,39
8756,183672,Karta,19
8757,167202,Bon,89
8758,118207,Gotówka,26
8759,197998,Gotówka,111
8760,153845,Bon,140
8761,233600,Bon,106
8762,198363,Karta,93
8763,236058,Bon,142
8764,262335,Gotówka,135
8765,150117,Czek,118
8766,103780,Czek,137
8767,75863,Bon,108
