ID,GENDER,TYPE,AGE
32371,K,Pracownik,78
32372,K,Pracownik,72
32373,K,Stały klient,45
32374,K,Zwykły,67
32375,M,Pracownik,49
32376,M,Zwykły,45
32377,M,Pracownik,62
32378,M,Zwykły,24
32379,K,Zwykły,45
32380,K,Pracownik,9
32381,M,Pracownik,29
32382,M,Zwykły,67
32383,K,Stały klient,4
32384,K,Pracownik,72
32385,K,Zwykły,8
32386,K,Stały klient,24
32387,K,Stały klient,21
32388,M,Zwykły,73
32389,M,Zwykły,34
32390,K,Pracownik,69
32391,M,Stały klient,68
32392,K,Stały klient,66
32393,K,Pracownik,54
32394,K,Pracownik,71
32395,M,Stały klient,70
32396,M,Pracownik,6
32397,K,Pracownik,32
32398,M,Zwykły,18
32399,K,Pracownik,0
32400,M,Pracownik,47
32401,K,Zwykły,38
32402,M,Zwykły,13
32403,M,Pracownik,68
32404,K,Zwykły,23
32405,M,Zwykły,33
32406,K,Zwykły,34
32407,M,Pracownik,22
32408,M,Pracownik,15
32409,K,Stały klient,44
32410,K,Pracownik,41
32411,K,Pracownik,80
32412,K,Zwykły,50
32413,M,Pracownik,76
32414,M,Stały klient,63
32415,K,Stały klient,63
32416,M,Pracownik,17
32417,M,Stały klient,58
32418,M,Zwykły,56
32419,K,Pracownik,49
32420,K,Zwykły,52
32421,M,Stały klient,2
32422,M,Zwykły,5
32423,K,Zwykły,28
32424,K,Zwykły,67
32425,M,Pracownik,59
32426,M,Pracownik,16
32427,M,Stały klient,50
32428,K,Zwykły,27
32429,K,Stały klient,74
32430,K,Pracownik,36
32431,K,Pracownik,10
32432,K,Zwykły,2
32433,K,Stały klient,58
32434,M,Zwykły,72
32435,K,Stały klient,27
32436,K,Stały klient,7
32437,K,Zwykły,70
32438,M,Stały klient,27
32439,K,Zwykły,25
32440,M,Zwykły,20
32441,K,Stały klient,22
32442,M,Zwykły,50
32443,M,Stały klient,33
32444,M,Pracownik,40
32445,K,Stały klient,33
32446,K,Stały klient,67
32447,M,Stały klient,58
32448,K,Zwykły,9
32449,K,Zwykły,74
32450,M,Pracownik,61
32451,K,Pracownik,26
32452,K,Zwykły,62
32453,K,Pracownik,63
32454,K,Zwykły,70
32455,K,Zwykły,71
32456,K,Zwykły,68
32457,M,Pracownik,10
32458,M,Zwykły,18
32459,M,Stały klient,80
32460,M,Zwykły,71
32461,K,Pracownik,52
32462,M,Stały klient,57
32463,K,Stały klient,6
32464,K,Stały klient,74
32465,M,Zwykły,9
32466,M,Zwykły,35
32467,M,Pracownik,75
32468,M,Pracownik,80
32469,K,Stały klient,36
32470,K,Pracownik,1
32471,K,Stały klient,38
32472,M,Pracownik,75
32473,K,Pracownik,29
32474,M,Zwykły,77
32475,M,Pracownik,42
32476,M,Zwykły,32
32477,M,Zwykły,11
32478,K,Zwykły,45
32479,K,Stały klient,25
32480,M,Stały klient,45
32481,M,Zwykły,54
32482,M,Stały klient,65
32483,M,Pracownik,45
32484,K,Pracownik,39
32485,M,Pracownik,71
32486,K,Stały klient,39
32487,M,Stały klient,1
32488,K,Stały klient,71
32489,M,Stały klient,77
32490,M,Zwykły,24
32491,M,Zwykły,47
32492,M,Zwykły,48
32493,K,Stały klient,11
32494,K,Stały klient,60
32495,K,Zwykły,72
32496,M,Zwykły,42
32497,M,Zwykły,41
32498,M,Zwykły,27
32499,K,Pracownik,28
32500,M,Pracownik,34
32501,K,Pracownik,2
32502,M,Zwykły,26
32503,M,Zwykły,43
32504,K,Zwykły,52
32505,M,Stały klient,8
32506,M,Zwykły,48
32507,K,Stały klient,58
32508,K,Zwykły,60
32509,M,Pracownik,79
32510,M,Stały klient,42
32511,M,Pracownik,77
32512,K,Pracownik,71
32513,K,Stały klient,14
32514,K,Stały klient,62
32515,M,Zwykły,37
32516,M,Stały klient,33
32517,K,Stały klient,14
32518,M,Zwykły,41
32519,K,Zwykły,3
32520,K,Stały klient,0
32521,M,Pracownik,61
32522,M,Stały klient,66
32523,K,Zwykły,18
32524,K,Zwykły,53
32525,K,Pracownik,62
32526,K,Zwykły,23
32527,K,Pracownik,63
32528,M,Zwykły,64
32529,M,Zwykły,4
32530,K,Zwykły,78
32531,M,Pracownik,63
32532,K,Stały klient,33
32533,M,Pracownik,32
32534,K,Pracownik,48
32535,M,Pracownik,60
32536,K,Stały klient,30
32537,K,Stały klient,11
32538,K,Stały klient,39
32539,M,Stały klient,7
32540,K,Zwykły,66
32541,M,Stały klient,78
32542,M,Stały klient,53
32543,M,Pracownik,22
32544,M,Pracownik,29
32545,M,Zwykły,48
32546,M,Stały klient,79
32547,M,Pracownik,37
32548,M,Pracownik,53
32549,K,Zwykły,51
32550,M,Stały klient,39
32551,M,Stały klient,44
32552,K,Zwykły,21
32553,K,Zwykły,79
32554,K,Zwykły,80
32555,M,Stały klient,61
32556,M,Stały klient,53
32557,M,Pracownik,41
32558,M,Zwykły,0
32559,M,Zwykły,67
32560,M,Pracownik,58
32561,M,Stały klient,28
32562,K,Zwykły,63
32563,M,Stały klient,10
32564,K,Stały klient,11
32565,K,Zwykły,35
32566,K,Stały klient,8
32567,K,Stały klient,36
32568,M,Stały klient,33
32569,M,Stały klient,1
32570,K,Stały klient,68
32571,K,Zwykły,22
32572,K,Pracownik,44
32573,M,Pracownik,18
32574,K,Stały klient,1
32575,K,Zwykły,16
32576,M,Zwykły,2
32577,K,Pracownik,39
32578,K,Zwykły,76
32579,M,Stały klient,18
32580,K,Pracownik,23
32581,K,Zwykły,67
32582,M,Zwykły,54
32583,K,Stały klient,25
32584,K,Zwykły,46
32585,M,Pracownik,62
32586,M,Stały klient,66
32587,K,Stały klient,32
32588,M,Zwykły,51
32589,M,Stały klient,40
32590,K,Pracownik,49
32591,K,Pracownik,38
32592,K,Zwykły,56
32593,K,Pracownik,37
32594,K,Pracownik,44
32595,M,Stały klient,42
32596,M,Stały klient,20
32597,K,Zwykły,2
32598,M,Zwykły,76
32599,M,Pracownik,20
32600,K,Zwykły,75
32601,K,Zwykły,48
32602,K,Pracownik,50
32603,M,Zwykły,59
32604,K,Pracownik,55
32605,M,Stały klient,66
32606,M,Stały klient,64
32607,M,Stały klient,79
32608,K,Zwykły,4
32609,K,Zwykły,33
32610,M,Stały klient,2
32611,K,Zwykły,65
32612,M,Stały klient,19
32613,M,Stały klient,24
32614,K,Pracownik,24
32615,M,Zwykły,63
32616,M,Stały klient,37
32617,K,Pracownik,57
32618,M,Zwykły,59
32619,M,Pracownik,5
32620,M,Zwykły,76
32621,M,Zwykły,79
32622,K,Zwykły,29
32623,M,Zwykły,71
32624,K,Stały klient,33
32625,K,Zwykły,51
32626,M,Stały klient,62
32627,M,Zwykły,56
32628,K,Pracownik,66
32629,K,Zwykły,25
32630,M,Zwykły,72
32631,K,Zwykły,9
32632,M,Zwykły,14
32633,M,Stały klient,76
32634,K,Pracownik,32
32635,K,Stały klient,79
32636,M,Zwykły,31
32637,M,Stały klient,40
32638,M,Zwykły,66
32639,K,Pracownik,18
32640,M,Zwykły,71
32641,K,Stały klient,18
32642,K,Pracownik,15
32643,K,Stały klient,77
32644,M,Pracownik,57
32645,M,Pracownik,2
32646,K,Stały klient,10
32647,K,Pracownik,65
32648,M,Pracownik,45
32649,K,Stały klient,31
32650,K,Stały klient,47
32651,K,Pracownik,11
32652,K,Zwykły,71
32653,K,Zwykły,8
32654,K,Zwykły,47
32655,M,Zwykły,51
32656,M,Zwykły,43
32657,K,Stały klient,46
32658,M,Zwykły,42
32659,K,Pracownik,11
32660,K,Pracownik,64
32661,M,Stały klient,53
32662,K,Zwykły,37
32663,K,Zwykły,62
32664,M,Stały klient,34
32665,K,Pracownik,53
32666,M,Zwykły,30
32667,M,Zwykły,67
32668,K,Zwykły,30
32669,M,Stały klient,16
32670,M,Zwykły,59
32671,K,Pracownik,39
32672,M,Pracownik,25
32673,M,Stały klient,38
32674,M,Pracownik,49
32675,K,Zwykły,10
32676,M,Stały klient,37
32677,K,Pracownik,1
32678,K,Zwykły,76
32679,K,Stały klient,8
32680,K,Pracownik,40
32681,M,Zwykły,13
32682,K,Pracownik,53
32683,K,Stały klient,19
32684,M,Pracownik,27
32685,M,Pracownik,69
32686,K,Stały klient,23
32687,M,Zwykły,69
32688,M,Pracownik,72
32689,K,Zwykły,12
32690,K,Zwykły,10
32691,M,Pracownik,53
32692,K,Stały klient,72
32693,M,Zwykły,19
32694,M,Zwykły,73
32695,K,Stały klient,21
32696,K,Zwykły,44
32697,K,Zwykły,6
32698,M,Zwykły,42
32699,K,Stały klient,62
32700,M,Zwykły,1
32701,K,Stały klient,33
32702,K,Stały klient,52
32703,M,Pracownik,12
32704,K,Zwykły,38
32705,M,Pracownik,29
32706,M,Pracownik,58
32707,M,Pracownik,79
32708,M,Stały klient,1
32709,M,Pracownik,14
32710,K,Zwykły,32
32711,M,Stały klient,39
32712,K,Zwykły,43
32713,M,Zwykły,53
32714,M,Zwykły,60
32715,M,Pracownik,61
32716,K,Pracownik,37
32717,M,Zwykły,1
32718,M,Pracownik,31
32719,M,Zwykły,21
32720,M,Stały klient,76
32721,M,Pracownik,56
32722,M,Pracownik,16
32723,K,Stały klient,4
32724,K,Zwykły,67
32725,K,Stały klient,68
32726,K,Pracownik,32
32727,M,Zwykły,63
32728,K,Zwykły,55
32729,M,Pracownik,33
32730,M,Zwykły,63
32731,K,Pracownik,65
32732,M,Pracownik,20
32733,K,Pracownik,45
32734,K,Zwykły,52
32735,M,Stały klient,67
32736,M,Zwykły,40
32737,K,Stały klient,4
32738,M,Pracownik,53
32739,K,Pracownik,59
32740,K,Zwykły,11
32741,K,Stały klient,17
32742,M,Stały klient,56
32743,K,Stały klient,63
32744,M,Zwykły,67
32745,K,Stały klient,40
32746,K,Stały klient,11
32747,K,Pracownik,19
32748,K,Stały klient,47
32749,K,Pracownik,59
32750,K,Pracownik,52
32751,K,Stały klient,67
32752,K,Zwykły,0
32753,M,Pracownik,37
32754,M,Zwykły,55
32755,M,Stały klient,71
32756,M,Zwykły,43
32757,K,Zwykły,19
32758,M,Pracownik,38
32759,K,Stały klient,17
32760,M,Zwykły,33
32761,M,Pracownik,13
32762,K,Stały klient,16
32763,K,Stały klient,52
32764,K,Pracownik,25
32765,M,Zwykły,11
32766,K,Pracownik,30
32767,K,Stały klient,58
32768,K,Zwykły,63
32769,M,Stały klient,33
32770,M,Pracownik,11
32771,M,Stały klient,32
32772,K,Stały klient,9
32773,K,Pracownik,18
32774,M,Pracownik,60
32775,M,Pracownik,15
32776,M,Zwykły,38
32777,M,Stały klient,30
32778,K,Zwykły,39
32779,M,Zwykły,37
32780,K,Pracownik,31
32781,K,Pracownik,48
32782,M,Pracownik,42
32783,M,Stały klient,47
32784,M,Stały klient,47
32785,M,Zwykły,26
32786,M,Pracownik,75
32787,K,Stały klient,8
32788,K,Pracownik,29
32789,M,Stały klient,30
32790,K,Pracownik,36
32791,M,Stały klient,73
32792,M,Pracownik,62
32793,K,Stały klient,54
32794,M,Zwykły,53
32795,K,Pracownik,22
32796,M,Zwykły,14
32797,K,Stały klient,71
32798,M,Stały klient,70
32799,K,Pracownik,22
32800,K,Zwykły,44
32801,K,Stały klient,45
32802,K,Zwykły,64
32803,K,Pracownik,45
32804,M,Stały klient,68
32805,M,Pracownik,45
32806,M,Pracownik,51
32807,M,Stały klient,22
32808,K,Pracownik,12
32809,M,Stały klient,10
32810,M,Pracownik,50
32811,K,Pracownik,33
32812,K,Pracownik,63
32813,K,Stały klient,13
32814,M,Pracownik,36
32815,M,Pracownik,68
32816,M,Zwykły,75
32817,K,Pracownik,55
32818,K,Zwykły,25
32819,K,Zwykły,13
32820,M,Pracownik,47
32821,K,Stały klient,60
32822,M,Pracownik,41
32823,M,Zwykły,53
32824,K,Stały klient,46
32825,M,Pracownik,53
32826,K,Stały klient,27
32827,M,Zwykły,39
32828,M,Stały klient,32
32829,M,Zwykły,44
32830,M,Zwykły,50
32831,K,Pracownik,36
32832,M,Zwykły,68
32833,K,Zwykły,6
32834,M,Stały klient,77
32835,K,Stały klient,34
32836,K,Zwykły,74
32837,K,Zwykły,9
32838,M,Stały klient,2
32839,K,Pracownik,42
32840,K,Pracownik,23
32841,M,Pracownik,47
32842,M,Zwykły,11
32843,K,Stały klient,49
32844,M,Pracownik,22
32845,K,Zwykły,55
32846,M,Zwykły,33
32847,M,Zwykły,12
32848,M,Pracownik,27
32849,M,Zwykły,7
32850,M,Stały klient,75
32851,M,Zwykły,59
32852,K,Stały klient,4
32853,K,Stały klient,1
32854,K,Pracownik,5
32855,M,Stały klient,73
32856,M,Zwykły,35
32857,M,Pracownik,27
32858,K,Stały klient,18
32859,M,Stały klient,43
32860,K,Stały klient,15
32861,K,Zwykły,71
32862,M,Stały klient,71
32863,K,Zwykły,8
32864,M,Pracownik,21
32865,K,Zwykły,11
32866,M,Pracownik,28
32867,K,Pracownik,18
32868,K,Pracownik,27
32869,M,Stały klient,71
32870,K,Stały klient,60
32871,M,Pracownik,19
32872,K,Stały klient,8
32873,K,Pracownik,17
32874,K,Zwykły,26
32875,K,Stały klient,21
32876,K,Pracownik,21
32877,K,Stały klient,40
32878,M,Zwykły,78
32879,M,Pracownik,15
32880,K,Stały klient,9
32881,K,Stały klient,11
32882,M,Pracownik,15
32883,K,Zwykły,33
32884,M,Pracownik,0
32885,M,Stały klient,58
32886,M,Zwykły,7
32887,K,Stały klient,40
32888,K,Zwykły,41
32889,K,Pracownik,47
32890,M,Stały klient,13
32891,K,Pracownik,30
32892,K,Stały klient,79
32893,K,Stały klient,57
32894,K,Pracownik,2
32895,K,Pracownik,70
32896,M,Zwykły,8
32897,K,Pracownik,47
32898,M,Pracownik,44
32899,K,Stały klient,72
32900,M,Stały klient,30
32901,K,Stały klient,6
32902,K,Pracownik,75
32903,M,Pracownik,54
32904,M,Pracownik,14
32905,M,Pracownik,17
32906,M,Stały klient,48
32907,M,Stały klient,46
32908,M,Pracownik,26
32909,K,Zwykły,52
32910,K,Pracownik,42
32911,M,Zwykły,71
32912,K,Zwykły,77
32913,K,Zwykły,35
32914,K,Stały klient,4
32915,M,Pracownik,77
32916,M,Zwykły,1
32917,M,Stały klient,61
32918,M,Pracownik,24
32919,K,Pracownik,26
32920,M,Stały klient,63
32921,K,Zwykły,64
32922,K,Pracownik,3
32923,K,Stały klient,45
32924,K,Stały klient,60
32925,M,Zwykły,50
32926,K,Stały klient,18
32927,K,Pracownik,42
32928,M,Zwykły,0
32929,M,Stały klient,16
32930,K,Zwykły,19
32931,M,Stały klient,8
32932,K,Zwykły,30
32933,M,Pracownik,4
32934,M,Zwykły,44
32935,K,Stały klient,57
32936,K,Pracownik,36
32937,M,Pracownik,15
32938,M,Zwykły,54
32939,M,Pracownik,52
32940,M,Stały klient,23
32941,K,Stały klient,37
32942,K,Pracownik,57
32943,M,Zwykły,25
32944,K,Pracownik,58
32945,M,Stały klient,45
32946,M,Stały klient,70
32947,K,Pracownik,72
32948,M,Pracownik,42
32949,M,Zwykły,63
32950,K,Zwykły,54
32951,K,Zwykły,5
32952,M,Zwykły,3
32953,M,Zwykły,30
32954,M,Stały klient,21
32955,K,Pracownik,50
32956,M,Pracownik,35
32957,K,Stały klient,0
32958,K,Zwykły,0
32959,K,Zwykły,12
32960,M,Stały klient,15
32961,K,Zwykły,42
32962,K,Zwykły,33
32963,K,Pracownik,75
32964,M,Stały klient,25
32965,K,Stały klient,48
32966,K,Stały klient,67
32967,K,Pracownik,28
32968,K,Stały klient,20
32969,M,Zwykły,62
32970,K,Pracownik,13
32971,M,Stały klient,74
32972,K,Pracownik,23
32973,K,Pracownik,7
32974,M,Zwykły,34
32975,K,Pracownik,25
32976,M,Zwykły,60
32977,K,Stały klient,60
32978,K,Pracownik,37
32979,K,Zwykły,29
32980,K,Stały klient,69
32981,M,Pracownik,43
32982,K,Pracownik,77
32983,K,Stały klient,20
32984,M,Zwykły,63
32985,K,Pracownik,36
32986,M,Stały klient,31
32987,M,Pracownik,52
32988,M,Stały klient,35
32989,K,Zwykły,80
32990,M,Zwykły,65
32991,K,Pracownik,1
32992,K,Stały klient,2
32993,K,Pracownik,9
32994,K,Stały klient,29
32995,K,Zwykły,43
32996,K,Pracownik,69
32997,M,Stały klient,53
32998,K,Stały klient,37
32999,K,Pracownik,22
33000,K,Stały klient,11
33001,M,Pracownik,72
33002,M,Zwykły,51
33003,M,Zwykły,47
33004,K,Stały klient,31
33005,K,Stały klient,14
33006,K,Stały klient,57
33007,K,Stały klient,27
33008,K,Zwykły,30
33009,K,Zwykły,58
33010,K,Zwykły,76
33011,M,Pracownik,3
33012,M,Stały klient,27
33013,K,Pracownik,80
33014,M,Zwykły,12
33015,M,Stały klient,3
33016,K,Pracownik,58
33017,M,Stały klient,79
33018,K,Zwykły,25
33019,K,Stały klient,30
33020,M,Zwykły,20
33021,K,Stały klient,72
33022,K,Zwykły,33
33023,K,Zwykły,14
33024,K,Pracownik,32
33025,K,Zwykły,69
33026,M,Stały klient,3
33027,M,Pracownik,33
33028,K,Pracownik,43
33029,M,Stały klient,69
33030,M,Zwykły,36
33031,K,Pracownik,69
33032,K,Pracownik,34
33033,K,Zwykły,16
33034,M,Stały klient,73
33035,M,Stały klient,80
33036,K,Pracownik,29
33037,K,Stały klient,29
33038,M,Zwykły,41
33039,K,Stały klient,24
33040,K,Pracownik,35
33041,M,Pracownik,17
33042,K,Stały klient,60
33043,K,Stały klient,61
33044,M,Pracownik,65
33045,M,Pracownik,47
33046,K,Zwykły,31
33047,K,Pracownik,36
33048,K,Zwykły,20
33049,M,Pracownik,52
33050,M,Zwykły,12
33051,K,Zwykły,69
33052,K,Zwykły,75
33053,K,Pracownik,1
33054,M,Zwykły,41
33055,K,Pracownik,66
33056,K,Pracownik,47
33057,K,Zwykły,2
33058,K,Pracownik,54
33059,M,Pracownik,31
33060,M,Pracownik,44
33061,M,Zwykły,48
33062,M,Zwykły,58
33063,K,Stały klient,4
33064,K,Zwykły,13
33065,M,Pracownik,35
33066,M,Stały klient,72
33067,K,Zwykły,71
33068,K,Zwykły,43
33069,M,Stały klient,75
33070,M,Pracownik,25
33071,M,Zwykły,15
33072,M,Zwykły,44
33073,K,Pracownik,80
33074,K,Zwykły,79
33075,M,Zwykły,33
33076,K,Zwykły,30
33077,M,Zwykły,57
33078,M,Pracownik,78
33079,M,Stały klient,68
33080,M,Pracownik,43
33081,K,Pracownik,5
33082,M,Stały klient,67
33083,K,Stały klient,70
33084,M,Stały klient,16
33085,K,Zwykły,69
33086,K,Zwykły,10
33087,M,Stały klient,22
33088,M,Pracownik,44
33089,K,Pracownik,30
33090,K,Zwykły,33
33091,K,Stały klient,7
33092,M,Stały klient,16
33093,K,Zwykły,25
33094,K,Pracownik,42
33095,M,Zwykły,5
33096,K,Stały klient,5
33097,K,Stały klient,15
33098,K,Stały klient,21
33099,M,Pracownik,41
33100,M,Pracownik,37
33101,K,Zwykły,30
33102,K,Zwykły,15
33103,K,Zwykły,15
33104,K,Pracownik,31
33105,K,Zwykły,13
33106,M,Zwykły,10
33107,M,Stały klient,48
33108,M,Pracownik,3
33109,M,Stały klient,0
33110,K,Zwykły,46
33111,M,Pracownik,20
33112,M,Stały klient,54
33113,K,Zwykły,69
33114,K,Zwykły,48
33115,M,Stały klient,19
33116,K,Zwykły,55
33117,K,Zwykły,66
33118,K,Zwykły,6
33119,K,Stały klient,7
33120,M,Zwykły,70
33121,K,Zwykły,73
33122,K,Pracownik,71
33123,K,Stały klient,18
33124,M,Pracownik,52
33125,M,Zwykły,76
33126,K,Stały klient,69
33127,M,Pracownik,58
33128,K,Zwykły,30
33129,M,Stały klient,80
33130,K,Zwykły,54
33131,M,Zwykły,5
33132,M,Pracownik,21
33133,K,Pracownik,31
33134,M,Stały klient,72
33135,K,Pracownik,65
33136,K,Stały klient,36
33137,M,Pracownik,55
33138,M,Zwykły,18
33139,K,Stały klient,50
33140,M,Stały klient,41
33141,K,Stały klient,7
33142,K,Pracownik,23
33143,M,Pracownik,10
33144,K,Pracownik,8
33145,K,Zwykły,16
33146,M,Stały klient,71
33147,K,Zwykły,61
33148,M,Stały klient,46
33149,M,Zwykły,36
33150,K,Zwykły,19
33151,M,Stały klient,77
33152,M,Pracownik,17
33153,K,Zwykły,67
33154,M,Zwykły,47
33155,K,Zwykły,68
33156,M,Pracownik,29
33157,K,Stały klient,38
33158,K,Zwykły,7
33159,K,Pracownik,63
33160,K,Zwykły,57
33161,K,Zwykły,7
33162,K,Pracownik,24
33163,K,Pracownik,16
33164,M,Stały klient,29
33165,K,Pracownik,11
33166,K,Pracownik,49
33167,K,Pracownik,56
33168,K,Zwykły,55
33169,K,Stały klient,23
33170,K,Pracownik,69
33171,K,Pracownik,9
33172,K,Pracownik,75
33173,M,Zwykły,21
33174,K,Zwykły,69
33175,M,Zwykły,80
33176,M,Stały klient,74
33177,K,Zwykły,22
33178,K,Zwykły,80
33179,K,Pracownik,32
33180,M,Pracownik,26
33181,M,Zwykły,36
33182,M,Stały klient,48
33183,M,Pracownik,50
33184,K,Pracownik,5
33185,K,Zwykły,23
33186,K,Pracownik,14
33187,M,Stały klient,79
33188,M,Stały klient,25
33189,K,Stały klient,30
33190,K,Zwykły,43
33191,M,Zwykły,45
33192,M,Stały klient,59
33193,M,Pracownik,75
33194,K,Stały klient,17
33195,K,Zwykły,27
33196,M,Stały klient,69
33197,M,Zwykły,60
33198,M,Pracownik,17
33199,M,Stały klient,52
33200,M,Zwykły,62
33201,K,Pracownik,1
33202,K,Zwykły,19
33203,K,Stały klient,80
33204,M,Pracownik,78
33205,K,Stały klient,5
33206,M,Zwykły,21
33207,K,Stały klient,25
33208,K,Pracownik,9
33209,K,Pracownik,40
33210,M,Pracownik,63
33211,M,Zwykły,80
33212,M,Zwykły,79
33213,M,Pracownik,12
33214,M,Zwykły,25
33215,K,Zwykły,2
33216,M,Pracownik,16
33217,K,Zwykły,23
33218,M,Pracownik,63
33219,M,Zwykły,72
33220,M,Pracownik,75
33221,K,Pracownik,14
33222,M,Zwykły,27
33223,K,Pracownik,46
33224,M,Pracownik,57
33225,K,Stały klient,50
33226,K,Stały klient,51
33227,M,Zwykły,51
33228,K,Pracownik,62
33229,K,Pracownik,62
33230,M,Zwykły,31
33231,M,Pracownik,1
33232,M,Zwykły,50
33233,M,Pracownik,49
33234,M,Zwykły,7
33235,K,Pracownik,57
33236,K,Pracownik,30
33237,K,Zwykły,58
33238,M,Zwykły,16
33239,K,Stały klient,26
33240,K,Stały klient,37
33241,K,Pracownik,70
33242,K,Stały klient,80
33243,K,Zwykły,59
33244,M,Stały klient,30
33245,M,Stały klient,13
33246,K,Stały klient,23
33247,K,Stały klient,25
33248,K,Zwykły,56
33249,M,Pracownik,20
33250,K,Pracownik,34
33251,M,Pracownik,63
33252,M,Zwykły,49
33253,K,Stały klient,12
33254,M,Stały klient,26
33255,K,Pracownik,3
33256,M,Stały klient,32
33257,M,Pracownik,12
33258,K,Pracownik,5
33259,M,Pracownik,68
33260,M,Pracownik,44
33261,M,Zwykły,16
33262,M,Stały klient,67
33263,M,Pracownik,46
33264,M,Zwykły,2
33265,K,Pracownik,77
33266,K,Zwykły,2
33267,M,Pracownik,52
33268,M,Zwykły,21
33269,K,Pracownik,2
33270,K,Zwykły,17
33271,M,Stały klient,45
33272,K,Pracownik,80
33273,M,Pracownik,25
33274,M,Zwykły,10
33275,K,Stały klient,21
33276,K,Pracownik,38
33277,K,Stały klient,28
33278,K,Pracownik,71
33279,M,Stały klient,13
33280,K,Zwykły,10
33281,M,Pracownik,80
33282,M,Stały klient,0
33283,K,Zwykły,49
33284,K,Zwykły,36
33285,M,Pracownik,64
33286,K,Zwykły,59
33287,K,Zwykły,17
33288,K,Zwykły,31
33289,M,Stały klient,58
33290,M,Stały klient,28
33291,K,Stały klient,2
33292,K,Zwykły,71
33293,M,Pracownik,60
33294,K,Pracownik,8
33295,K,Zwykły,30
33296,K,Pracownik,77
33297,K,Stały klient,53
33298,M,Stały klient,60
33299,K,Zwykły,77
33300,M,Pracownik,8
33301,K,Stały klient,73
33302,M,Pracownik,56
33303,M,Zwykły,57
33304,K,Pracownik,48
33305,K,Stały klient,9
33306,K,Stały klient,39
33307,M,Zwykły,61
33308,M,Pracownik,52
33309,K,Pracownik,33
33310,K,Zwykły,48
33311,K,Stały klient,15
33312,M,Pracownik,28
33313,K,Pracownik,42
33314,K,Zwykły,69
33315,K,Zwykły,62
33316,M,Zwykły,1
33317,M,Stały klient,27
33318,K,Zwykły,69
33319,M,Zwykły,22
33320,M,Zwykły,37
33321,K,Pracownik,49
33322,K,Zwykły,65
33323,K,Stały klient,25
33324,M,Zwykły,46
33325,K,Stały klient,33
33326,K,Pracownik,14
33327,M,Zwykły,24
33328,K,Pracownik,5
33329,K,Zwykły,45
33330,M,Pracownik,64
33331,M,Pracownik,67
33332,M,Pracownik,66
33333,M,Stały klient,26
33334,M,Zwykły,8
33335,K,Stały klient,43
33336,K,Zwykły,65
33337,M,Zwykły,9
33338,M,Zwykły,80
33339,M,Pracownik,13
33340,M,Pracownik,40
33341,M,Zwykły,59
33342,M,Pracownik,56
33343,K,Pracownik,27
33344,K,Zwykły,0
33345,K,Stały klient,12
33346,K,Zwykły,53
33347,K,Stały klient,37
33348,M,Stały klient,22
33349,M,Stały klient,15
33350,M,Stały klient,2
33351,K,Stały klient,41
33352,M,Pracownik,70
33353,K,Stały klient,2
33354,M,Stały klient,16
33355,K,Zwykły,59
33356,K,Zwykły,45
33357,M,Pracownik,27
33358,M,Zwykły,76
33359,K,Pracownik,43
33360,M,Stały klient,41
33361,K,Pracownik,45
33362,M,Zwykły,72
33363,M,Stały klient,63
33364,K,Stały klient,6
33365,K,Stały klient,32
33366,K,Zwykły,75
33367,K,Stały klient,23
33368,M,Pracownik,43
33369,K,Zwykły,14
33370,M,Pracownik,26
33371,M,Zwykły,63
33372,M,Zwykły,8
33373,K,Stały klient,72
33374,M,Pracownik,62
33375,M,Stały klient,75
33376,K,Pracownik,19
33377,K,Zwykły,60
33378,M,Pracownik,67
33379,K,Zwykły,44
33380,M,Pracownik,19
33381,K,Pracownik,24
33382,M,Zwykły,34
33383,M,Stały klient,35
33384,M,Stały klient,21
33385,K,Pracownik,28
33386,M,Stały klient,14
33387,K,Zwykły,27
33388,K,Stały klient,8
