ID,GENDER,AGE,TYPE
8249,M,79,Zwykły
8250,M,50,Zwykły
8251,M,71,Pracownik
8252,K,9,Pracownik
8253,M,26,Pracownik
8254,K,11,Pracownik
8255,M,21,Stały klient
8256,K,15,Zwykły
8257,K,70,Pracownik
8258,K,46,Stały klient
8259,M,64,Pracownik
8260,M,36,Pracownik
8261,M,3,Zwykły
8262,K,27,Zwykły
8263,K,2,Pracownik
8264,K,34,Zwykły
8265,M,79,Pracownik
8266,M,38,Pracownik
8267,K,38,Stały klient
8268,K,29,Zwykły
8269,M,55,Stały klient
8270,M,6,Pracownik
8271,M,32,Pracownik
8272,M,74,Pracownik
8273,M,51,Stały klient
8274,M,36,Pracownik
8275,M,59,Stały klient
8276,M,46,Stały klient
8277,M,1,Stały klient
8278,K,18,Stały klient
8279,K,14,Pracownik
8280,K,61,Stały klient
8281,K,34,Zwykły
8282,M,74,Zwykły
8283,M,80,Stały klient
8284,K,68,Pracownik
8285,K,14,Stały klient
8286,M,80,Stały klient
8287,K,30,Zwykły
8288,M,24,Stały klient
8289,M,28,Pracownik
8290,M,16,Stały klient
8291,M,17,Stały klient
8292,K,27,Pracownik
8293,M,71,Stały klient
8294,K,73,Zwykły
8295,K,41,Zwykły
8296,M,8,Stały klient
8297,K,66,Zwykły
8298,K,65,Pracownik
8299,K,38,Zwykły
8300,K,40,Pracownik
8301,K,74,Pracownik
8302,K,25,Zwykły
8303,K,77,Zwykły
8304,K,12,Pracownik
8305,M,16,Zwykły
8306,M,10,Pracownik
8307,M,72,Stały klient
8308,K,27,Pracownik
8309,M,50,Zwykły
8310,M,12,Stały klient
8311,M,30,Stały klient
8312,M,73,Zwykły
8313,M,43,Pracownik
8314,M,11,Stały klient
8315,K,79,Zwykły
8316,M,16,Zwykły
8317,K,56,Pracownik
8318,K,38,Stały klient
8319,M,77,Zwykły
8320,K,22,Pracownik
8321,K,50,Zwykły
8322,M,1,Pracownik
8323,M,10,Stały klient
8324,K,26,Zwykły
8325,M,20,Stały klient
8326,K,24,Pracownik
8327,M,75,Pracownik
8328,K,0,Pracownik
8329,K,39,Stały klient
8330,M,56,Zwykły
8331,K,42,Zwykły
8332,K,44,Pracownik
8333,M,30,Zwykły
8334,M,64,Pracownik
8335,K,41,Stały klient
8336,K,62,Stały klient
8337,M,14,Pracownik
8338,M,25,Pracownik
8339,M,3,Pracownik
8340,K,33,Pracownik
8341,M,60,Pracownik
8342,K,21,Pracownik
8343,M,54,Zwykły
8344,K,8,Pracownik
8345,M,43,Zwykły
8346,M,45,Pracownik
8347,K,22,Stały klient
8348,M,62,Stały klient
8349,K,41,Zwykły
8350,M,50,Pracownik
8351,M,36,Pracownik
8352,K,57,Zwykły
8353,M,18,Stały klient
8354,K,22,Stały klient
8355,K,3,Zwykły
8356,K,36,Stały klient
8357,M,23,Pracownik
8358,M,69,Pracownik
8359,K,35,Stały klient
8360,M,43,Stały klient
8361,M,79,Zwykły
8362,K,52,Zwykły
8363,M,63,Stały klient
8364,M,49,Pracownik
8365,M,78,Zwykły
8366,M,16,Stały klient
8367,K,44,Stały klient
8368,K,48,Zwykły
8369,K,72,Zwykły
8370,M,37,Stały klient
8371,M,16,Stały klient
8372,K,46,Stały klient
8373,M,50,Stały klient
8374,K,17,Zwykły
8375,M,53,Pracownik
8376,K,41,Stały klient
8377,K,46,Zwykły
8378,K,6,Pracownik
8379,M,43,Pracownik
8380,K,26,Pracownik
8381,K,27,Zwykły
8382,M,0,Pracownik
8383,M,31,Pracownik
8384,K,65,Pracownik
8385,M,10,Pracownik
8386,K,57,Stały klient
8387,K,11,Zwykły
8388,M,22,Pracownik
8389,K,80,Zwykły
8390,K,8,Zwykły
8391,K,12,Stały klient
8392,M,21,Pracownik
8393,M,35,Pracownik
8394,K,52,Pracownik
8395,K,32,Pracownik
8396,M,16,Pracownik
8397,M,13,Zwykły
8398,M,62,Zwykły
8399,M,39,Zwykły
8400,K,17,Stały klient
8401,M,40,Zwykły
8402,M,38,Stały klient
8403,M,3,Zwykły
8404,K,48,Zwykły
8405,M,60,Zwykły
8406,K,60,Pracownik
8407,K,68,Stały klient
8408,K,37,Zwykły
8409,K,42,Pracownik
8410,M,72,Pracownik
8411,M,0,Pracownik
8412,K,37,Stały klient
8413,M,24,Stały klient
8414,M,77,Pracownik
8415,K,56,Stały klient
8416,K,6,Zwykły
8417,K,66,Stały klient
8418,M,8,Stały klient
8419,K,72,Stały klient
8420,K,70,Stały klient
8421,K,19,Pracownik
8422,M,1,Pracownik
8423,M,19,Pracownik
8424,K,47,Zwykły
8425,K,55,Zwykły
8426,K,67,Zwykły
8427,M,40,Pracownik
8428,M,74,Zwykły
8429,M,60,Stały klient
8430,K,40,Pracownik
8431,M,77,Stały klient
8432,M,17,Stały klient
8433,K,31,Zwykły
8434,K,42,Stały klient
8435,M,76,Pracownik
8436,K,75,Pracownik
8437,M,7,Zwykły
8438,K,66,Zwykły
8439,K,58,Pracownik
8440,K,34,Pracownik
8441,K,32,Pracownik
8442,K,52,Pracownik
8443,K,3,Pracownik
8444,K,57,Stały klient
8445,M,50,Stały klient
8446,K,53,Zwykły
8447,M,44,Pracownik
8448,K,8,Zwykły
8449,M,16,Pracownik
8450,M,32,Zwykły
8451,K,76,Stały klient
8452,K,5,Pracownik
8453,K,15,Zwykły
8454,M,71,Zwykły
8455,K,53,Pracownik
8456,M,12,Pracownik
8457,K,36,Stały klient
8458,K,55,Pracownik
8459,K,45,Stały klient
8460,K,54,Zwykły
8461,M,43,Zwykły
8462,K,54,Stały klient
8463,M,69,Zwykły
8464,K,73,Pracownik
8465,K,34,Zwykły
8466,K,33,Zwykły
8467,M,65,Zwykły
8468,M,49,Zwykły
8469,K,47,Stały klient
8470,M,45,Stały klient
8471,M,12,Pracownik
8472,M,6,Zwykły
8473,M,39,Pracownik
8474,M,47,Stały klient
8475,K,70,Pracownik
8476,K,54,Stały klient
8477,K,34,Pracownik
8478,M,22,Stały klient
8479,K,44,Stały klient
8480,K,56,Stały klient
8481,M,58,Pracownik
8482,M,77,Stały klient
8483,K,1,Pracownik
8484,K,45,Zwykły
8485,K,9,Pracownik
8486,K,13,Stały klient
8487,K,62,Zwykły
8488,M,62,Stały klient
8489,K,53,Zwykły
8490,M,45,Pracownik
8491,K,7,Stały klient
8492,K,26,Zwykły
8493,K,36,Stały klient
8494,K,66,Pracownik
8495,K,42,Pracownik
8496,K,52,Zwykły
8497,M,9,Stały klient
8498,K,23,Stały klient
8499,M,54,Stały klient
8500,K,7,Pracownik
8501,K,29,Stały klient
8502,M,70,Stały klient
8503,K,61,Stały klient
8504,K,46,Zwykły
8505,K,74,Pracownik
8506,K,6,Stały klient
8507,K,74,Pracownik
8508,K,25,Stały klient
8509,M,23,Stały klient
8510,M,25,Zwykły
8511,M,45,Stały klient
8512,K,31,Pracownik
8513,M,59,Zwykły
8514,M,11,Pracownik
8515,K,15,Pracownik
8516,K,58,Pracownik
8517,K,63,Stały klient
8518,K,50,Pracownik
8519,M,66,Zwykły
8520,M,41,Stały klient
8521,K,51,Zwykły
8522,M,36,Pracownik
8523,K,57,Stały klient
8524,K,66,Stały klient
8525,M,72,Pracownik
8526,M,59,Stały klient
8527,M,69,Stały klient
8528,M,59,Stały klient
8529,K,70,Pracownik
8530,M,73,Pracownik
8531,M,70,Zwykły
8532,K,15,Zwykły
8533,M,46,Zwykły
8534,K,70,Stały klient
8535,K,70,Pracownik
8536,K,4,Zwykły
8537,K,60,Zwykły
8538,K,2,Pracownik
8539,M,24,Stały klient
8540,K,73,Zwykły
8541,K,35,Stały klient
8542,M,6,Zwykły
8543,K,19,Pracownik
8544,M,10,Pracownik
8545,M,65,Pracownik
8546,M,0,Stały klient
8547,K,41,Pracownik
8548,K,35,Pracownik
8549,K,26,Pracownik
8550,M,4,Zwykły
8551,M,48,Pracownik
8552,M,77,Pracownik
8553,M,47,Pracownik
8554,M,13,Pracownik
8555,K,54,Pracownik
8556,M,21,Zwykły
8557,K,18,Stały klient
8558,K,52,Pracownik
8559,M,16,Pracownik
8560,K,74,Pracownik
8561,M,4,Stały klient
8562,M,12,Pracownik
8563,K,51,Zwykły
8564,M,28,Stały klient
8565,M,18,Pracownik
8566,K,0,Zwykły
8567,M,76,Stały klient
8568,K,46,Pracownik
8569,M,71,Pracownik
8570,M,47,Stały klient
8571,M,59,Pracownik
8572,M,3,Zwykły
8573,K,37,Zwykły
8574,M,42,Zwykły
8575,K,70,Pracownik
8576,K,63,Pracownik
8577,K,10,Stały klient
8578,M,60,Stały klient
8579,K,59,Stały klient
8580,K,29,Zwykły
8581,M,19,Stały klient
8582,K,65,Stały klient
8583,K,62,Pracownik
8584,K,51,Zwykły
8585,M,18,Pracownik
8586,M,23,Stały klient
8587,K,15,Zwykły
8588,M,51,Zwykły
8589,K,79,Zwykły
8590,K,47,Stały klient
8591,K,52,Pracownik
8592,K,74,Pracownik
8593,M,41,Pracownik
8594,M,46,Pracownik
8595,K,10,Zwykły
8596,M,71,Zwykły
8597,M,67,Zwykły
8598,M,1,Zwykły
8599,K,63,Pracownik
8600,M,47,Stały klient
8601,K,24,Zwykły
8602,K,29,Stały klient
8603,M,20,Zwykły
8604,M,4,Stały klient
8605,M,71,Zwykły
8606,K,66,Stały klient
8607,K,57,Zwykły
8608,M,55,Pracownik
8609,K,11,Pracownik
8610,M,10,Stały klient
8611,M,22,Pracownik
8612,K,1,Zwykły
8613,K,22,Stały klient
8614,M,12,Stały klient
8615,M,49,Zwykły
8616,M,25,Zwykły
8617,K,29,Zwykły
8618,K,43,Zwykły
8619,K,21,Stały klient
8620,M,74,Stały klient
8621,M,35,Pracownik
8622,K,40,Pracownik
8623,M,24,Pracownik
8624,M,1,Stały klient
8625,M,15,Pracownik
8626,K,31,Stały klient
8627,M,41,Stały klient
8628,K,13,Stały klient
8629,K,4,Zwykły
8630,M,74,Zwykły
8631,M,59,Stały klient
8632,M,68,Zwykły
8633,K,18,Pracownik
8634,K,30,Pracownik
8635,M,16,Zwykły
8636,M,24,Zwykły
8637,K,76,Stały klient
8638,K,38,Pracownik
8639,M,48,Zwykły
8640,K,70,Zwykły
8641,M,9,Zwykły
8642,K,57,Stały klient
8643,M,46,Stały klient
8644,M,59,Pracownik
8645,M,3,Stały klient
8646,K,71,Zwykły
8647,M,17,Stały klient
8648,K,13,Stały klient
8649,M,59,Stały klient
8650,M,18,Stały klient
8651,K,76,Stały klient
8652,M,24,Zwykły
8653,M,54,Zwykły
8654,K,39,Zwykły
8655,M,11,Pracownik
8656,K,37,Zwykły
8657,K,49,Pracownik
8658,M,3,Zwykły
8659,K,68,Zwykły
8660,M,69,Stały klient
8661,K,57,Pracownik
8662,K,46,Pracownik
8663,M,13,Pracownik
8664,M,22,Pracownik
8665,M,2,Zwykły
8666,K,32,Zwykły
8667,K,4,Stały klient
8668,K,24,Pracownik
8669,K,75,Zwykły
8670,K,46,Pracownik
8671,M,62,Zwykły
8672,K,18,Pracownik
8673,M,11,Stały klient
8674,K,17,Stały klient
8675,K,20,Stały klient
8676,K,51,Pracownik
8677,K,74,Pracownik
8678,M,39,Stały klient
8679,M,65,Pracownik
8680,M,50,Stały klient
8681,M,1,Stały klient
8682,K,25,Pracownik
8683,M,18,Zwykły
8684,M,7,Stały klient
8685,K,67,Zwykły
8686,M,61,Pracownik
8687,K,39,Pracownik
8688,M,26,Zwykły
8689,M,33,Stały klient
8690,M,18,Pracownik
8691,M,9,Zwykły
8692,K,22,Pracownik
8693,M,6,Pracownik
8694,K,53,Zwykły
8695,K,48,Zwykły
8696,K,12,Stały klient
8697,K,65,Pracownik
8698,K,14,Stały klient
8699,K,24,Stały klient
8700,K,69,Zwykły
8701,M,72,Pracownik
8702,K,76,Stały klient
8703,K,78,Zwykły
8704,M,61,Zwykły
8705,M,37,Pracownik
8706,M,29,Zwykły
8707,K,37,Stały klient
8708,M,80,Stały klient
8709,M,54,Stały klient
8710,M,24,Pracownik
8711,M,16,Zwykły
8712,M,38,Stały klient
8713,M,21,Zwykły
8714,K,8,Stały klient
8715,M,68,Zwykły
8716,M,46,Pracownik
8717,M,61,Zwykły
8718,K,37,Stały klient
8719,K,16,Stały klient
8720,M,66,Stały klient
8721,M,63,Stały klient
8722,K,66,Stały klient
8723,M,71,Zwykły
8724,K,27,Pracownik
8725,K,43,Pracownik
8726,K,74,Pracownik
8727,M,5,Stały klient
8728,M,78,Zwykły
8729,K,75,Zwykły
8730,M,73,Stały klient
8731,K,36,Zwykły
8732,K,46,Zwykły
8733,M,24,Stały klient
8734,K,15,Zwykły
8735,M,69,Zwykły
8736,K,37,Pracownik
8737,M,77,Zwykły
8738,M,68,Zwykły
8739,K,76,Zwykły
8740,K,39,Pracownik
8741,M,45,Zwykły
8742,K,72,Pracownik
8743,M,40,Stały klient
8744,M,72,Pracownik
8745,K,9,Stały klient
8746,M,50,Pracownik
8747,M,17,Pracownik
8748,K,9,Zwykły
8749,M,17,Pracownik
8750,K,68,Stały klient
8751,K,21,Pracownik
8752,M,14,Zwykły
8753,K,29,Zwykły
8754,K,42,Stały klient
8755,M,76,Pracownik
8756,M,27,Pracownik
8757,K,51,Zwykły
8758,M,32,Stały klient
8759,M,30,Zwykły
8760,M,20,Stały klient
8761,M,70,Zwykły
8762,K,18,Pracownik
8763,M,58,Pracownik
8764,K,64,Stały klient
8765,K,18,Stały klient
8766,K,41,Stały klient
8767,M,49,Pracownik
8768,M,56,Zwykły
8769,K,41,Zwykły
8770,M,15,Stały klient
8771,K,21,Pracownik
8772,M,54,Pracownik
8773,K,47,Pracownik
8774,M,48,Stały klient
8775,K,72,Zwykły
8776,M,54,Zwykły
8777,K,1,Pracownik
8778,K,25,Zwykły
8779,M,14,Pracownik
8780,M,22,Stały klient
8781,M,56,Pracownik
8782,K,12,Zwykły
8783,K,28,Zwykły
8784,K,65,Pracownik
8785,K,68,Zwykły
8786,K,60,Pracownik
8787,M,44,Pracownik
8788,M,9,Pracownik
8789,M,31,Stały klient
8790,K,0,Zwykły
8791,M,17,Zwykły
8792,K,76,Pracownik
8793,M,10,Zwykły
8794,K,75,Pracownik
8795,K,54,Zwykły
8796,K,68,Stały klient
8797,M,53,Zwykły
8798,M,0,Zwykły
8799,M,22,Zwykły
8800,K,51,Pracownik
8801,K,47,Stały klient
8802,K,2,Stały klient
8803,M,64,Zwykły
8804,M,5,Zwykły
8805,M,72,Pracownik
8806,K,69,Stały klient
8807,M,75,Zwykły
8808,K,69,Zwykły
8809,M,74,Pracownik
8810,M,73,Zwykły
8811,K,19,Stały klient
8812,M,36,Pracownik
8813,M,43,Pracownik
8814,K,31,Pracownik
8815,K,41,Stały klient
8816,K,64,Zwykły
8817,K,22,Pracownik
8818,K,5,Pracownik
8819,M,49,Zwykły
8820,M,22,Pracownik
8821,K,18,Stały klient
8822,K,66,Pracownik
8823,M,2,Pracownik
8824,K,65,Stały klient
8825,K,54,Zwykły
8826,K,65,Zwykły
8827,K,62,Pracownik
8828,M,37,Pracownik
8829,K,43,Pracownik
8830,M,4,Zwykły
8831,M,48,Zwykły
8832,K,71,Pracownik
8833,M,56,Stały klient
8834,K,6,Pracownik
8835,M,53,Zwykły
8836,K,34,Zwykły
8837,K,17,Pracownik
8838,K,0,Stały klient
8839,M,45,Stały klient
8840,M,51,Zwykły
8841,M,72,Stały klient
8842,K,68,Stały klient
8843,M,80,Zwykły
8844,M,28,Zwykły
8845,K,39,Zwykły
8846,K,28,Pracownik
8847,K,59,Stały klient
8848,K,72,Pracownik
8849,M,11,Pracownik
8850,K,61,Stały klient
8851,K,17,Pracownik
8852,M,33,Pracownik
8853,K,3,Zwykły
8854,M,37,Zwykły
8855,K,43,Pracownik
8856,K,4,Stały klient
8857,K,30,Stały klient
8858,K,78,Stały klient
8859,M,59,Pracownik
8860,M,23,Stały klient
8861,K,79,Stały klient
8862,K,12,Stały klient
8863,K,58,Zwykły
8864,M,15,Stały klient
8865,M,25,Stały klient
8866,K,57,Pracownik
8867,K,75,Stały klient
8868,M,42,Pracownik
8869,M,34,Stały klient
8870,M,66,Pracownik
8871,M,36,Stały klient
8872,K,70,Zwykły
8873,M,70,Pracownik
8874,M,75,Zwykły
8875,M,16,Pracownik
8876,M,1,Pracownik
8877,K,54,Zwykły
8878,M,65,Pracownik
8879,K,60,Pracownik
8880,K,3,Pracownik
8881,K,56,Pracownik
8882,K,0,Pracownik
8883,M,48,Zwykły
8884,M,3,Stały klient
8885,M,30,Stały klient
8886,K,27,Zwykły
8887,M,46,Stały klient
8888,M,44,Zwykły
8889,M,39,Zwykły
8890,M,7,Stały klient
8891,M,34,Zwykły
8892,M,64,Zwykły
8893,M,66,Stały klient
8894,M,47,Pracownik
8895,K,26,Pracownik
8896,K,69,Zwykły
8897,K,14,Zwykły
8898,M,23,Pracownik
8899,M,67,Zwykły
8900,K,9,Pracownik
8901,M,25,Stały klient
8902,K,50,Pracownik
8903,M,0,Stały klient
8904,K,4,Zwykły
8905,K,44,Zwykły
8906,M,31,Stały klient
8907,M,2,Zwykły
8908,M,50,Stały klient
8909,K,67,Zwykły
8910,M,52,Pracownik
8911,M,23,Zwykły
8912,K,56,Stały klient
8913,M,38,Pracownik
8914,M,57,Zwykły
8915,M,13,Stały klient
8916,K,52,Stały klient
8917,K,30,Pracownik
8918,M,24,Stały klient
8919,K,75,Stały klient
8920,M,61,Zwykły
8921,M,5,Stały klient
8922,K,40,Zwykły
8923,K,11,Stały klient
8924,K,36,Pracownik
8925,K,46,Zwykły
8926,K,37,Zwykły
8927,M,43,Pracownik
8928,M,8,Stały klient
8929,M,45,Pracownik
8930,K,66,Zwykły
8931,K,5,Pracownik
8932,K,45,Stały klient
8933,K,40,Pracownik
8934,K,46,Pracownik
8935,K,29,Stały klient
8936,K,61,Pracownik
8937,M,7,Stały klient
8938,K,5,Stały klient
8939,K,74,Stały klient
8940,M,26,Zwykły
8941,M,59,Pracownik
8942,M,11,Pracownik
8943,K,71,Stały klient
8944,M,42,Stały klient
8945,K,43,Stały klient
8946,K,73,Stały klient
8947,K,28,Stały klient
8948,K,8,Pracownik
8949,M,19,Pracownik
8950,M,19,Stały klient
8951,M,70,Zwykły
8952,K,54,Stały klient
8953,K,71,Stały klient
8954,M,24,Pracownik
8955,K,22,Stały klient
8956,K,43,Zwykły
8957,M,34,Pracownik
8958,K,20,Stały klient
8959,K,14,Zwykły
8960,K,51,Pracownik
8961,K,68,Stały klient
8962,K,52,Stały klient
8963,K,49,Pracownik
8964,K,66,Stały klient
8965,M,40,Stały klient
8966,K,80,Stały klient
8967,M,27,Zwykły
8968,M,2,Zwykły
8969,M,54,Zwykły
8970,M,60,Pracownik
8971,M,74,Pracownik
8972,K,73,Zwykły
8973,M,4,Pracownik
8974,K,2,Stały klient
8975,K,74,Pracownik
8976,M,61,Stały klient
8977,M,46,Zwykły
8978,K,68,Stały klient
8979,M,7,Zwykły
8980,M,13,Pracownik
8981,M,35,Pracownik
8982,K,50,Stały klient
8983,M,37,Stały klient
8984,M,38,Pracownik
8985,K,47,Zwykły
8986,K,3,Zwykły
8987,K,75,Stały klient
8988,K,65,Stały klient
8989,M,56,Stały klient
8990,K,79,Zwykły
8991,K,71,Stały klient
8992,M,72,Zwykły
8993,K,30,Pracownik
8994,K,56,Zwykły
8995,M,9,Stały klient
8996,K,47,Zwykły
8997,M,69,Pracownik
8998,M,3,Stały klient
8999,M,38,Stały klient
9000,M,30,Stały klient
9001,M,67,Zwykły
9002,M,22,Pracownik
9003,K,13,Stały klient
9004,K,27,Zwykły
9005,K,24,Stały klient
9006,M,66,Zwykły
9007,K,12,Pracownik
9008,K,58,Zwykły
9009,K,63,Stały klient
9010,K,16,Zwykły
9011,K,61,Pracownik
9012,M,25,Pracownik
9013,M,69,Stały klient
9014,K,4,Zwykły
9015,K,16,Zwykły
9016,M,25,Pracownik
9017,K,42,Zwykły
9018,K,15,Pracownik
9019,K,12,Pracownik
9020,M,44,Stały klient
9021,K,0,Zwykły
9022,M,55,Stały klient
9023,M,0,Pracownik
9024,M,47,Pracownik
9025,M,51,Pracownik
9026,K,58,Stały klient
9027,M,46,Pracownik
9028,M,41,Pracownik
9029,K,26,Stały klient
9030,K,57,Zwykły
9031,M,76,Zwykły
9032,M,52,Stały klient
9033,K,70,Stały klient
9034,M,63,Stały klient
9035,M,72,Stały klient
9036,K,76,Pracownik
9037,K,48,Stały klient
9038,M,57,Stały klient
9039,K,68,Pracownik
9040,K,79,Zwykły
9041,K,62,Stały klient
9042,M,55,Pracownik
9043,K,64,Zwykły
9044,M,63,Stały klient
9045,M,70,Pracownik
9046,K,80,Stały klient
9047,K,51,Pracownik
9048,K,51,Zwykły
9049,M,22,Pracownik
9050,M,62,Pracownik
9051,K,13,Pracownik
9052,K,39,Pracownik
9053,M,59,Stały klient
9054,K,25,Zwykły
9055,M,2,Pracownik
9056,K,40,Stały klient
9057,K,15,Zwykły
9058,M,70,Zwykły
9059,M,48,Stały klient
9060,M,4,Zwykły
9061,M,0,Zwykły
9062,K,25,Zwykły
9063,K,28,Zwykły
9064,M,67,Zwykły
9065,K,34,Zwykły
9066,M,68,Pracownik
9067,M,37,Pracownik
9068,K,65,Zwykły
9069,M,59,Pracownik
9070,M,0,Stały klient
9071,K,77,Zwykły
9072,M,61,Stały klient
9073,M,23,Stały klient
9074,M,70,Zwykły
9075,M,37,Pracownik
9076,M,14,Pracownik
9077,M,62,Stały klient
9078,M,77,Pracownik
9079,M,34,Pracownik
9080,M,39,Stały klient
9081,K,68,Pracownik
9082,K,59,Zwykły
9083,M,44,Pracownik
9084,M,14,Pracownik
9085,M,32,Stały klient
9086,K,42,Pracownik
9087,K,61,Stały klient
9088,K,17,Pracownik
9089,M,45,Stały klient
9090,M,4,Pracownik
9091,K,42,Pracownik
9092,M,38,Zwykły
9093,M,11,Stały klient
9094,K,22,Zwykły
9095,K,45,Zwykły
9096,M,35,Zwykły
9097,K,3,Pracownik
9098,M,53,Stały klient
9099,M,35,Pracownik
9100,M,62,Stały klient
9101,M,67,Stały klient
9102,M,38,Zwykły
9103,M,55,Pracownik
9104,M,25,Zwykły
9105,M,70,Stały klient
9106,M,79,Stały klient
9107,M,72,Pracownik
9108,K,23,Pracownik
9109,K,9,Stały klient
9110,M,42,Pracownik
9111,K,40,Pracownik
9112,M,39,Zwykły
9113,M,25,Stały klient
9114,M,60,Pracownik
9115,M,45,Zwykły
9116,M,78,Pracownik
9117,K,4,Stały klient
9118,M,74,Pracownik
9119,K,58,Zwykły
9120,K,51,Stały klient
9121,K,23,Zwykły
9122,M,39,Pracownik
9123,M,37,Stały klient
9124,K,40,Pracownik
9125,M,44,Stały klient
9126,K,0,Stały klient
9127,M,72,Zwykły
9128,M,45,Zwykły
9129,K,22,Stały klient
9130,K,4,Pracownik
9131,K,47,Zwykły
9132,K,32,Stały klient
9133,K,2,Pracownik
9134,M,59,Pracownik
9135,K,37,Pracownik
9136,K,79,Zwykły
9137,M,46,Pracownik
9138,M,28,Stały klient
9139,K,23,Zwykły
9140,M,69,Zwykły
9141,M,40,Pracownik
9142,K,4,Pracownik
9143,M,10,Pracownik
9144,K,26,Pracownik
9145,M,19,Zwykły
9146,M,36,Stały klient
9147,M,76,Pracownik
9148,M,38,Stały klient
9149,K,37,Zwykły
9150,M,56,Stały klient
9151,K,69,Zwykły
9152,K,47,Pracownik
9153,M,6,Pracownik
9154,K,24,Pracownik
9155,K,73,Stały klient
9156,M,32,Pracownik
9157,K,64,Zwykły
9158,K,47,Zwykły
9159,K,64,Stały klient
9160,M,44,Stały klient
9161,M,57,Zwykły
9162,M,53,Pracownik
9163,K,43,Pracownik
9164,M,8,Stały klient
9165,K,25,Stały klient
9166,K,51,Pracownik
9167,M,50,Stały klient
9168,M,46,Pracownik
9169,M,50,Pracownik
9170,K,67,Zwykły
9171,M,23,Stały klient
9172,K,74,Stały klient
9173,M,48,Stały klient
9174,M,59,Stały klient
9175,M,63,Zwykły
9176,K,1,Stały klient
9177,M,65,Pracownik
9178,K,2,Zwykły
9179,K,24,Stały klient
9180,K,67,Pracownik
9181,K,64,Stały klient
9182,K,77,Stały klient
9183,M,33,Zwykły
9184,M,14,Stały klient
9185,M,33,Stały klient
9186,K,9,Pracownik
9187,M,66,Pracownik
9188,M,58,Pracownik
9189,K,10,Zwykły
9190,K,51,Zwykły
9191,M,39,Stały klient
9192,M,33,Zwykły
9193,M,0,Zwykły
9194,M,54,Pracownik
9195,M,47,Zwykły
9196,M,34,Zwykły
9197,M,4,Zwykły
9198,K,23,Zwykły
9199,M,36,Pracownik
9200,K,9,Zwykły
9201,K,27,Stały klient
9202,M,25,Pracownik
9203,M,77,Pracownik
9204,K,4,Stały klient
9205,M,4,Zwykły
9206,K,5,Stały klient
9207,K,77,Zwykły
9208,K,3,Stały klient
9209,M,18,Pracownik
9210,M,4,Zwykły
9211,M,65,Zwykły
9212,K,42,Zwykły
9213,K,47,Pracownik
9214,M,23,Stały klient
9215,K,63,Stały klient
9216,K,14,Pracownik
9217,K,58,Stały klient
9218,K,28,Pracownik
9219,M,38,Zwykły
9220,M,5,Zwykły
9221,K,37,Zwykły
9222,M,52,Zwykły
9223,M,4,Zwykły
9224,M,1,Zwykły
9225,K,29,Stały klient
9226,K,80,Zwykły
9227,M,23,Stały klient
9228,M,52,Stały klient
9229,K,72,Zwykły
9230,K,73,Stały klient
9231,K,39,Stały klient
9232,K,73,Pracownik
9233,M,9,Zwykły
9234,M,9,Pracownik
9235,M,9,Stały klient
9236,M,64,Zwykły
9237,K,36,Zwykły
9238,M,36,Zwykły
9239,K,52,Stały klient
9240,M,68,Zwykły
9241,M,24,Stały klient
9242,K,72,Stały klient
9243,K,44,Pracownik
9244,M,20,Stały klient
9245,M,38,Zwykły
9246,M,65,Stały klient
9247,M,23,Zwykły
9248,M,77,Pracownik
9249,M,8,Pracownik
9250,K,40,Zwykły
9251,K,22,Stały klient
9252,M,77,Pracownik
9253,M,29,Stały klient
9254,M,26,Pracownik
9255,K,32,Pracownik
9256,K,71,Stały klient
9257,M,58,Stały klient
9258,K,37,Pracownik
9259,K,31,Zwykły
9260,M,15,Pracownik
9261,K,72,Stały klient
9262,K,32,Stały klient
9263,M,76,Pracownik
9264,K,4,Stały klient
9265,K,33,Zwykły
9266,K,76,Stały klient
9267,M,19,Zwykły
9268,M,58,Zwykły
9269,M,41,Pracownik
9270,M,37,Pracownik
9271,M,22,Zwykły
9272,K,23,Stały klient
9273,K,66,Zwykły
9274,K,44,Pracownik
9275,M,68,Stały klient
9276,M,8,Pracownik
9277,M,64,Stały klient
9278,M,24,Zwykły
9279,M,30,Zwykły
9280,M,21,Zwykły
9281,M,76,Stały klient
9282,M,35,Pracownik
9283,M,65,Pracownik
9284,M,15,Pracownik
9285,M,6,Pracownik
9286,M,11,Pracownik
9287,M,36,Zwykły
9288,M,22,Zwykły
9289,M,63,Zwykły
9290,K,70,Stały klient
9291,K,47,Stały klient
9292,K,34,Stały klient
9293,K,80,Stały klient
9294,K,36,Pracownik
9295,K,69,Pracownik
9296,M,25,Zwykły
9297,M,42,Stały klient
9298,K,13,Stały klient
9299,K,37,Zwykły
9300,K,53,Stały klient
9301,K,71,Pracownik
9302,M,32,Pracownik
9303,K,15,Stały klient
9304,K,23,Stały klient
9305,K,6,Pracownik
9306,K,3,Pracownik
9307,M,19,Stały klient
9308,M,71,Stały klient
9309,M,34,Pracownik
9310,K,73,Stały klient
9311,M,1,Pracownik
9312,K,18,Pracownik
9313,M,34,Pracownik
9314,M,5,Stały klient
9315,K,29,Zwykły
9316,K,24,Pracownik
9317,K,33,Pracownik
9318,M,47,Zwykły
9319,K,68,Stały klient
9320,K,66,Stały klient
9321,K,8,Pracownik
9322,K,46,Pracownik
9323,K,68,Stały klient
